OBJECTID,CALCACREAG,PARNO,MAPNUMBER,MAP_PARCEL,CNTRL_NO,TYPE_,APPLICATIO,PROJECT_NA,ST_ADD,RESULTS,ZONING_FRO,ZONING_TO,HOUSING_UN,CCACTDATE,CC_ACTION,PC_ACTION,PCACTDATE,ARCACTDATE,ARC_ACTION,AGE_RESTRI,AGE_REST_2,FINALAPPRO,DATEOFAPPL,INLOS,ENTEREDDT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PLANNER,RESIDENTIAL,STF_RCMNDTNS,FINALACTIONDATE,DATECERTPH,EBUILD_LINK,SHAPESTArea,SHAPESTLength
1669,1.17801916,,,0380000000625,380000000625,Subdivision,S-06-39,Stony Run Manor,1120 24 32 34 36 44 and 1156 Butts Station Rd,Plan for 51 lots on 22.9 acres zoned R-15s,R-15s,R-15s,0,,NA,NA,,2006/05/15 00:00:00+00,A,0,0,Approved,04/01/2006,Y,,,,JVUTUROBRADY,2022/06/29 15:31:49+00,,YES,,2006/05/15 00:00:00+00,,,885640.644428104,5738.26360755243
1670,31.49106967,,,0150000000060,150000000060,Subdivision,S-05-187,Jolliff Woods Sec Six,,Subdivision plan for 2 lots on a 31.49 acre parcel,R-15S,R-15S,0,,NA,NA,,,NA,0,0,Approved,,Y,,,,JVUTUROBRADY,2022/06/29 15:31:49+00,,YES,,2005/01/01 00:00:00+00,,,1371750.99486535,6878.39747714507
1673,4.39060741,,,0350000000760,350000000760,Use Permit,UP-03-58,Ches Grain Company,5600 Bainbridge Blvd,Permit for mixing fertilizer within an existing 8.16 acre parcel,M-3,M-3,0,2004/07/20 00:00:00+00,A,A,2004/06/09 00:00:00+00,,NA,0,0,Approved,04/01/2004,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,,2004/07/20 00:00:00+00,,,219048.68682236,3255.74072118289
1675,6.9121846,,,0730000000050,730000000050,Rezoning,R(C)-07-35,Edinburgh Hotels,1874 S Battlefield Blvd,Zoning reclassification of 3ac from R-15s and A-1 to B-2,R-15s and A-1,B-2,0,2008/02/19 00:00:00+00,A,A,2008/01/09 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,AP,2008/02/19 00:00:00+00,,,301094.761252266,3084.99871461632
1677,0.51825797,,,0100000000141,100000000141,Rezoning,R-04-04,KB's Frozen Custard,3909 Portsmouth Blvd,Zoning reclassification of a .443 acre parcel,R-15s,B-1,0,,NA,NA,,2004/03/01 00:00:00+00,W,0,0,Withdrawn,01/01/2004,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,,2004/03/01 00:00:00+00,,,22575.3171330827,630.709520355984
1679,34.39425444,,,0350000001146,350000001146,Use Permit,UP-02-29,Waterway Materials Ph II,1401 Precon Dr,A solid waste transfer station transportation terminal,M-3,M-3,0,2002/09/17 00:00:00+00,A,A,2002/08/14 00:00:00+00,,NA,0,0,Approved,07/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,,2002/09/17 00:00:00+00,,,1498213.72335412,5546.94381889144
1680,19.75492578,,0850000,0850000000156,850000000156,Rezoning,R(C)-08-07,Thompson Property Rezoning,Adjacent and E of Benefit Rd,Zoning reclassification of 20.26 ac from A-1 to RE-1,A-1,RE-1,0,,,W,2009/02/11 00:00:00+00,,NA,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,W,,,,860524.566769212,4713.54470712747
1681,6.62456527,,,0590000002003,590000002003,Use Permit,UP-07-41,Stuart Hall at Great Bridge,S side of Cedar Rd at Pines of Warwick Dr W 560 ft,Permit to exceed the maximum bldg height by 21 ft to 56 ft,B-1 and O&I,R-MF-1,0,,NA,W,2007/10/10 00:00:00+00,,NA,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,W,,,,571908.967065781,4370.58896701474
1682,14.30361949,,,0360000003480,360000003480,Subdivision,S-03-141,River Arch Village,River Walk Pkwy opposite at Sandy Creek Crescent,Plan for 43 lots on a 15 acre parcel,PUD,PUD,43,,NA,NA,,2003/12/10 00:00:00+00,A,YES,43,Approved,10/01/2003,Y,,,,JVUTUROBRADY,2022/06/29 15:31:49+00,,YES,,2003/12/10 00:00:00+00,,,623065.664897434,3826.48004196045
1688,5.76214984,,,0594005000001,594005000001,Rezoning,R(C)-02-27,Foxgate Forest Ph 2,N of Parker Rd Sandy Hill Way & Meridian Dr,Zoning reclassification of 5.762 acres,RE-1 & R-15s,R-10s,0,2002/11/19 00:00:00+00,D,A,2002/09/11 00:00:00+00,,NA,0,0,Denied,07/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,,2002/11/19 00:00:00+00,,,250999.247093183,2465.64282357088
1689,47.02380472,,,0860000000070,860000000070,Rezoning,R(C)-06-20,Sonlight Church Rezoning,2537 Centerville Tpk,Zoning reclassification of 0.87 acres,R-15s A-1,AC,0,2006/11/21 00:00:00+00,A,A,2006/10/11 00:00:00+00,,NA,0,0,Approved,10/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,,2006/11/21 00:00:00+00,,,2048356.93353169,8348.8123330217
1690,14.02972454,,,1390000001910,1390000001910,Use Permit,UP-05-22,Kingdoms Angels Child Care,2309 Bainbridge Blvd Southgate Shopping Ctr,Permit to allow a child care center,B-1,B-1,0,2005/10/18 00:00:00+00,D,A,2005/09/14 00:00:00+00,,NA,0,0,Denied,07/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,,2005/10/18 00:00:00+00,,,611134.800806146,3680.74455935261
1692,4.07181268,,,0490000000112,490000000112,Use Permit,UP-06-09,Mt. Pleasant Indoor Playground,1457 Mt Pleasant Rd,Permit to allow an indoor recreation facility,B-1,B-1,0,2006/06/20 00:00:00+00,A,A,2006/05/10 00:00:00+00,,NA,0,0,Approved,04/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,,2006/06/20 00:00:00+00,,,177368.160223574,2057.18535974982
1693,31.04105547,,,0730000001700,730000001700,Subdivision,S-01-93,Edinburgh PUD Sec GC1,S of Hillcrest Pkwy N of Greenbrier Farms,Plan for 81 residential lots on128ac,R-12(a)s and RE-1,R-12(a)s and RE-1,0,,NA,A,2001/10/24 00:00:00+00,,NA,0,0,Approved,,Y,,,,JVUTUROBRADY,2022/06/29 15:31:49+00,,YES,,2001/10/24 00:00:00+00,,,11865123.9389271,27645.0214381345
1696,51.0011127,,,0290000000100,290000000100,Rezoning,R(C)-04-34,Church at the Retreat,1493 Kempsville Rd,Zoning reclassification of 7.2 acres,A-1 and R-15s,O & I,0,2005/03/15 00:00:00+00,A,A,2004/12/08 00:00:00+00,,NA,0,0,Approved,10/01/2004,N,,,,JVUTUROBRADY,2023/12/22 14:10:20+00,,NO,,2005/03/15 00:00:00+00,,,2221608.46937691,6630.01860351652
1698,14.30362425,,,0360000003480,360000003480,PUD,RW(M)-03-01,River Arch Village,River Walk Pkwy intersec Sandy Creek Pkwy,Modify MLUP and GDC for PUD,PUD,PUD,0,2003/10/21 00:00:00+00,A,A,2003/09/10 00:00:00+00,,NA,0,0,Approved,07/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,,2003/10/21 00:00:00+00,,,623065.872467475,3826.4803431648
1701,0.14698444,,,1280000000770,1280000000770,Use Permit,UP-02-53,Ches Fruit & Produce,1017 Chesapeake Ave,Permit to operate a grocery product distribution,B-5,B-5,0,,,W,2004/06/09 00:00:00+00,,NA,0,0,Withdrawn,10/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,,,,,10953.2900363327,580.145121809523
1704,1.5016556,,0150000,0150000001900,150000001900,Rezoning,R(C)-07-06,Western Branch Buss Ctr,4940 4956 Portsmouth Blvd and 2124 Jolliff Rd,Zoning reclassification of 37.75ac from O&I and A-1 to R-MF-1 and B-2,O&I A-1,R-MF-1 B-2,0,2007/07/17 00:00:00+00,A,A,2007/07/11 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,D,2007/07/17 00:00:00+00,,,1708335.65559235,7100.49491922144
1705,4.52353671,,,0090000000720,90000000720,Subdivision,S-04-11,Vintage Palms,E side of Gum Rd 400 ft S of Deerfield Crescent,Plan for 10 lots on 4.47 acres,R-15s,R-15s,10,,NA,NA,,2004/03/05 00:00:00+00,A,0,0,Approved,01/01/2004,Y,,,,JVUTUROBRADY,2022/06/29 15:31:49+00,,YES,,2004/03/05 00:00:00+00,,,197045.259077378,1848.99948518342
1706,0.47575149,,0460000,0460000000230,460000000230,Site Plan,SP-04-05,Eagle Point at Cahoon Ph 1,1501 Cedar Road,Plan review for 208 condo units on a portion of 300.3ac,PUD,PUD,0,,NA,NA,,2004/11/06 00:00:00+00,A,0,0,Approved,,Y,,,,JVUTUROBRADY,2022/06/29 15:31:49+00,,YES,,2004/11/06 00:00:00+00,,,15135053.0987732,22636.6362020993
1707,5.07421933,,,0481009000090,481009000090,Use Permit,UP-02-34,Eckerd Wilson Village Shp Ctr,328 Battlefield Blvd S,Permit to operate a drive thru window with drug store permit,B-1,B-1,0,2002/09/17 00:00:00+00,A,A,2002/08/14 00:00:00+00,,NA,0,0,Approved,07/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,,2002/09/17 00:00:00+00,,,221032.994125652,2087.27816426899
1709,0.89646478,,,0100000000670,100000000670,Rezoning,R(C)-05-10,William E Wood Western Branch,2629 Taylor Road,Zoning reclassification of a .9 acre parcel from R-15s to O & I,R-15s,O & I,0,,NA,W,2005/08/10 00:00:00+00,,NA,0,0,Withdrawn,07/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,,,,,39050.0056002962,888.634124856143
1712,23.24753272,2,1320000,1320000000020,1320000000020,PUD,BH(M)-09-01,Belharbour Station at SoNo,120 Jefferson Street,PUD modification,PUD,PUD,0,,,,,,,0,0,Withdrawn,12/07/09,N,2009/12/23 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,A,,,,1012662.52543908,4154.59240334354
1715,36.8514831,10A,0440000,0440000000101,440000000101,Subdivision,S-06-53R,Culpepper Landing Ph 1B,Terminus of Mill Creek Pkwy W of Geo Wash Canal ,Plan to create 39 lots and 23 lots and 1 clubhouse,RMF-1,RMF-1,62,,,,,2010/01/27 00:00:00+00,A,0,0,Approved,,Y,2010/01/05 00:00:00+00,,,JVUTUROBRADY,2022/06/29 15:31:49+00,,YES,,2010/01/27 00:00:00+00,,,18323920.6380791,26336.3153155521
1716,1.77392704,41B,0270000,0270000000412,270000000412,Use Permit,UP-10-01,Spivey Rentals Inc,1315 Lindale Dr,Permit to allow a contractors office with outside storage,B-2,B-2,0,2010/04/20 00:00:00+00,A,A,2010/03/10 00:00:00+00,,,0,0,Approved,,N,2010/04/21 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,AS,2010/04/20 00:00:00+00,,,77272.261922879,1138.07578609048
1718,1.26966273,,,0610000001430,610000001430,Use Permit,UP-02-10,Etheridge Manor 7 11,1401 Precon Drive,Permit to construct and operate motot vehicle supply ctr,B-1,B-1,0,2002/05/21 00:00:00+00,W,A,2002/04/10 00:00:00+00,,NA,0,0,Withdrawn,04/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,,2002/05/21 00:00:00+00,,,55306.5087032371,927.183159583963
1719,2.75249346,,,0480000001280,480000001280,Use Permit,UP-02-04,Towne Bank,N of Mt Pleasant Rd E of Battlefield Blvd,Permit to construct and operate a bank with drive thru facility,O-I,O & I,0,2002/04/16 00:00:00+00,A,A,2002/03/13 00:00:00+00,,NA,0,0,Approved,01/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,,2002/04/16 00:00:00+00,,,119898.615055363,1537.89178025997
1720,34.0351495,,,0330000002710,330000002710,Rezoning,R(C)-02-06,Copart Rezoning,3856 South Military Hwy,Zoning reclassification of 65.99 acres,B-2 & B-3,M-1,0,2003/04/15 00:00:00+00,D,D,2003/01/08 00:00:00+00,,NA,0,0,Denied,01/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,,2003/04/15 00:00:00+00,,,2748605.37170712,11798.0051778897
1723,13.94299826,,,0580000000420,580000000420,Use Permit,UP-03-46,Goode Free Stand Mobile Homes,1076 Shillelagh Rd,Permit to install and occupy free standing  mobile home,A-1 & R-15s,A-1 & R-15s,0,2003/11/18 00:00:00+00,A,A,2003/10/08 00:00:00+00,,NA,0,0,Approved,10/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:10:21+00,,NO,,2003/11/18 00:00:00+00,,,607357.004093782,6127.2040590968
1724,6.00123543,,,0610000000010,610000000010,Use Permit,UP-02-18,ABC Preschool Express,700 Mt Pleasant Road,Permit to operate a day care,R-15s,R-15s,0,2002/06/18 00:00:00+00,A,A,2002/05/08 00:00:00+00,,NA,0,0,Approved,04/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,,2002/06/18 00:00:00+00,,,261413.815391089,2161.85192534928
1725,0.45289749,,,0450000001620,450000001620,Rezoning,R-03-18,Happy Boxes Geo Wash Hwy,E side of Geo Wash Hwy 161 and 165 Geo Wash Hwy S,Zoning reclassification of a 3.7 acre parcel,R-15s,B-2,0,2003/09/16 00:00:00+00,D,D,2003/08/13 00:00:00+00,,NA,0,0,Denied,07/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,,2003/09/16 00:00:00+00,,,160315.863970348,1960.02623751765
1727,1.14086075,,0730000,0730000001814,730000001814,PUD,EB(D)-08-01,Arbys at Edinburgh,Edinburgh Commons West,A deviation from Dev Citeria of PUD for bldg without sloop,PUD,PUD,0,,,W,2008/06/11 00:00:00+00,,NA,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,D,,,,49696.9926664166,905.956700822948
1728,2.77284079,,,0470000000024,470000000024,Rezoning,R(C)-04-26,A Place for Girls Annex,210 Waters Rd,Zoning reclassification of a 2.95 acre parcel from R-10s to O & I,R-10s,O & I,0,2005/02/15 00:00:00+00,A,A,2005/01/12 00:00:00+00,,NA,0,0,Approved,01/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,,2005/02/15 00:00:00+00,,,120784.944975762,1718.16324842239
1733,1.08762851,,,0200000000069,200000000069,PUD,GB(D)-02-03,Greenbrier Wholesale Auto Grp,1510 South Military Hwy,A deviation to the PUD setback requirements,PUD,PUD,0,,NA,A,2003/01/08 00:00:00+00,,NA,0,0,Approved,01/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,,2003/01/08 00:00:00+00,,,47377.0981115518,940.199639140402
1734,2.42615098,,,0122002000081,122002000081,Use Permit,UP-05-18,Rose of Sharon Baptist Church,3001 A Indian River Road,Permit to allow a child learning center,R-8s,R-8s,0,2005/08/16 00:00:00+00,A,A,2005/07/13 00:00:00+00,,NA,0,0,Approved,07/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,,2005/08/16 00:00:00+00,,,105683.13660504,1571.06514850022
1736,0.35141859,,,0610000000780,610000000780,Rezoning,R(C)-07-32,Office for Crossroads Fuels,1441 Fentress Rd,Zoning reclassification of .54ac from A-1 to B-1,A-1,B-1,0,2008/02/19 00:00:00+00,A,A,2007/12/12 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,AP,2008/02/19 00:00:00+00,,,15307.7939368353,595.479039947476
1738,0.29213477,,,0480000000941,480000000941,Rezoning,R(C)-07-31,Dragas Clearfield,412 420 428 432 440 442 Clearfield Ave,Zoning reclassification of 17.58ac from R-15s to R-MF-1 and B-1 ,R-15s,R-MF-1 and B-1,0,2008/01/15 00:00:00+00,A,A,2007/12/12 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,AP,2008/01/15 00:00:00+00,,,833191.4577243,4170.5534455725
1740,0.70514345,,,0090000001052,90000001052,Rezoning,R-05-02,Wood Property Rezoning,3225 Taylor Rd,Zoning reclassification of a 0.61 acre lot,R-10s,O & I,0,,NA,NA,,,NA,0,0,Withdrawn,01/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,,,,,30716.0485757904,835.117286484089
1744,1.02959718,,,0090000001132,90000001132,Use Permit,UP-06-05,7 Eleven Taylor Rd,Intersec of Taylor Rd and Pughsville Rd,Permit to construct and operate vehicle fuel supply ctr,R-10s,B-2,0,2006/06/20 00:00:00+00,A,A,2006/05/10 00:00:00+00,,NA,0,0,Approved,04/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,,2006/06/20 00:00:00+00,,,208136.122661421,2437.10769691445
1745,1.08100447,,,0590000001964,590000001964,Rezoning,R(C)-06-17,401 Warrick Rd Rezoning,401 Warrick Road,Zoning reclassification of a 1.00ac parcel from RE-1 to R-15s,RE-1,R-15s,0,2006/09/19 00:00:00+00,D,A,2006/08/09 00:00:00+00,,NA,0,0,Denied,,N,,,,JVUTUROBRADY,2023/12/22 14:10:22+00,,NO,,2006/09/19 00:00:00+00,,,47088.5548222958,866.907772917651
1752,2.72689245,,,0270000000814,270000000814,Use Permit,UP-04-42,Battlefield Freedom Wash,1508 Sam's Circle,Permit to allow a car wash on 2.6 acres,B-3,B-3,0,2004/12/21 00:00:00+00,A,A,2004/12/08 00:00:00+00,,NA,0,0,Approved,10/01/2004,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2004/12/21 00:00:00+00,,,118783.572757011,1438.47237470514
1753,6.2676559,,,0602020000001,60202000001,Subdivision,S-05-29,Savanna Heights,N side of Etheridge Rd 300 fti E of Cpk Expwy,Plan for 16 lots on a 7.5 ac parcel zoned R-15s,R-15s,R-15s,16,,NA,NA,,2006/02/09 00:00:00+00,A,0,0,Approved,,Y,,,,JVUTUROBRADY,2022/06/29 15:31:49+00,,YES,,2006/02/09 00:00:00+00,,,273019.090922176,4433.5309618691
1755,4.02071413,,,0220000002350,220000002350,Rezoning,R-04-09,Riverhouse Hospice,1100 Jolliff Rd,Zoning reclassification of a 3.8 acre parcel,A-1,O & I,0,2004/08/17 00:00:00+00,A,A,2004/05/12 00:00:00+00,,NA,0,0,Approved,04/01/2004,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2004/08/17 00:00:00+00,,,175142.307586474,2691.71358525426
1757,17.58754311,,,0280000000077,280000000077,PUD,GB(M)-07-01,The Street of Greenbrier,N of Greenbrier Mall 660 ft W of River Birch Rd,Modification to the Land Use Plan from Business to Mixed Use,PUD,PUD,0,2007/06/19 00:00:00+00,A,A,2007/05/09 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,D,2007/06/19 00:00:00+00,,,766113.377969481,5087.51595105145
1758,3.6922217,,,0460000000014,460000000014,Rezoning,R(C)-06-03,Clements Property,NW corner of Cedar Rd and Sherwood Forest Rd,Zoning reclassification of a 1.2 acre parcel,M-1 R-10s,O & I,0,2006/07/18 00:00:00+00,A,A,2006/06/14 00:00:00+00,,NA,0,0,Approved,04/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2006/07/18 00:00:00+00,,,183721.600108183,2273.76165220544
1759,0.32550231,,,0290000000030,290000000030,Rezoning,R(C)-06-07,Brighton Park at Greenbrier,W side of Kempsville Rd N of Volvo Pkwy,Zoning reclassification of a .326 acre parcel from R-15s A-1 to RMF-1,R-15s & A-1,RMF-1,0,2006/07/18 00:00:00+00,A,A,2006/06/14 00:00:00+00,,NA,0,0,Approved,04/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2006/07/18 00:00:00+00,,,1326863.13795377,7229.02164137526
1761,10.36690771,,,0810000000100,810000000100,Rezoning,R(C)-06-18,Lot 7A Tatem Farm,2506 Seven Eleven Rd,Zoning reclassification of 2.42 ac and 8.04 ac,R-15s A-1,A-1,0,2006/09/19 00:00:00+00,A,A,2006/08/09 00:00:00+00,,NA,0,0,Approved,10/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2006/09/19 00:00:00+00,,,451582.499720068,3334.17815730774
1763,37.94740199,,0870000,0870000000830,870000000830,Subdivision,S-07-175,Land Estates,,Subdivide into 2 lots,,,2,,NA,NA,,,NA,0,0,Withdrawn,12/11/2007,Y,,,,JVUTUROBRADY,2021/04/19 13:41:08+00,,NO,,,,,1652988.8308342,5398.65183559659
1765,0.22927659,,,0232011000020,232011000020,Subdivision,S-99-145,Cedar Grove Acres,SW end of Sunnybrook Terrace to the N of I-664,Rev Dedicate public right of way and modify stips,R-10s,R-10s,0,,NA,A,2003/03/12 00:00:00+00,,NA,0,0,Approved,01/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2003/03/12 00:00:00+00,,,344010.56996537,7159.61662006433
1768,1.25431477,,,0601001000110,601001000110,Rezoning,R(C)-06-12,Chaplin Beck Project,520 524 Battlefield Blvd S,Zoning reclassification of a .65 acre parcel,R-15 ,B-1,0,2006/07/18 00:00:00+00,A,A,2006/06/14 00:00:00+00,,NA,0,0,Approved,04/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2006/07/18 00:00:00+00,,,83156.4705882245,1483.1545733798
1769,1.1642135,,,0360000003172,360000003172,Rezoning,R(C)-06-10,1005 Battlefield Blvd Rezoning,1005 Battlefield Blvd N ,Zoning reclassification of 1.2 acres,B-1,B-2,0,2006/07/18 00:00:00+00,A,A,2006/06/14 00:00:00+00,,NA,0,0,Approved,04/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2006/07/18 00:00:00+00,,,50713.1402451296,1013.6200851618
1780,0.11473,,,1520000003120,1520000003120,Use Permit,UP-06-26,M & M Auto Maintenance,3221 Bainbridge Blvd,Permit to construct and operate an auto maint shop,B-2,B-2,0,,NA,W,2006/10/25 00:00:00+00,,NA,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,,,,23992.6586928106,852.026610881917
1781,2.99447962,,,1061001000070,1061001000070,Use Permit,UP-06-31,Riverwood Subdvn ,3504 Riverwood Cresent,Permit to allow a helicopter landing site,A-1,A-1,0,2006/11/21 00:00:00+00,A,D,2006/10/11 00:00:00+00,,NA,0,0,Approved,10/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,,2006/11/21 00:00:00+00,,,130439.532353282,1412.0029244483
1783,15.67233847,,,0600000002260,600000002260,Use Permit,UP-07-01,Costa Azul Authentic Cuisine,237 Hanbury Road E ,Permit to sell alcoholic beverages for on site consumption,B-2,B-2,0,2007/05/01 00:00:00+00,A,A,2007/03/14 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:10:23+00,,NO,A,2007/05/01 00:00:00+00,,,682687.063612178,4637.70370598733
1784,0.93207721,,,0041001000110,41001000110,Use Permit,UP-02-52,Wstrn Brh Blvd Hall Nissan,3417 Western Branch Blvd,Zoning reclassification for 5.88 acres,B-1,B-2,0,2003/01/21 00:00:00+00,A,A,2002/12/11 00:00:00+00,,NA,0,0,Approved,10/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:10:24+00,,NO,,2003/01/21 00:00:00+00,,,258713.43414751,2047.38653157111
1785,6.16889944,,,0490000000210,490000000210,Site Plan,SP-03-03,Centerville Animal Hospital,335 S Centerville Turnpike,Plan for animal hospital,B-2,B-2,0,,NA,A,2003/04/09 00:00:00+00,,NA,0,0,Approved,04/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:10:24+00,,NO,,2003/04/09 00:00:00+00,,,268717.25975683,2449.21629424904
1787,42.46518406,,,0490000000320,490000000320,Rezoning,R(C)-04-23,Mount Pleasant Crossing,NW intersect of Mt Pleasant Rd and Centerville Tpk,Zoning reclassification of 25.2 acres from R-15s and A-1 to B-2,R-15s & A-1,B-2,0,2004/12/21 00:00:00+00,A,A,2004/10/13 00:00:00+00,,NA,0,0,Approved,10/01/2004,N,,,,JVUTUROBRADY,2023/12/22 14:10:24+00,,NO,,2004/12/21 00:00:00+00,,,1849783.41746348,6794.09368222649
1790,0.53313993,,0254012,0254012000440,254012000440,Use Permit,UP-08-06,Blakes Auto Service Expansion,2954 S Military Hwy,Permit to expand auto repair shop at existing business,B-2,B-2,0,2008/05/20 00:00:00+00,A,A,2008/04/09 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:10:24+00,,NO,AS,2008/05/20 00:00:00+00,,,23223.5753445863,618.090373824982
1791,24.44722743,,,0150000000847,150000000847,Subdivision,S-02-78,Dock Harbour Subdivision,N & S Woodland Dr W of Emerald Woods Dr,Plan for 78 single family lots on 41.9 acres,R-15s,R-15s,0,,NA,A,2002/11/13 00:00:00+00,,NA,0,0,Approved,10/01/2002,Y,,,,JVUTUROBRADY,2022/06/29 15:31:50+00,,YES,,2002/11/13 00:00:00+00,,,1884309.11222125,8086.64299903753
1792,6.24566123,,,1030000000253,1030000000250,Subdivision,S-06-70,Mary D Lynch Estate,Ballahack Rd,Minor subdivision of 5 lots,A-1,A-1,5,,NA,NA,,,NA,0,0,Approved,,Y,,,,JVUTUROBRADY,2022/06/29 15:31:50+00,,YES,,2006/01/01 00:00:00+00,,,1360074.22803745,4881.53965166268
1796,0.72006452,,,0460000000019,460000000019,Use Permit,UP-03-07,Auto Bell Car Wash Facility,Corner of Cedar Rd Cedar Commons SW of Cedar Rd,Permit to construct and operate car wash,O & I,O & 1,0,2003/06/17 00:00:00+00,D,A,2003/05/14 00:00:00+00,,NA,0,0,Denied,04/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:10:24+00,,NO,,2003/06/17 00:00:00+00,,,31366.010425161,702.18315360767
1797,1.15737875,,,0252011000481,252011000481,Use Permit,UP-05-38,Slf Srve Car Wash Military Hwy,3315 South Military Hwy,Permit to allow a self serve car wash on a 1.18 acre parcel,B-2,B-2,0,2006/03/21 00:00:00+00,W,A,2005/12/14 00:00:00+00,,NA,0,0,Withdrawn,10/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:10:24+00,,NO,,2006/03/21 00:00:00+00,,,50415.4183800797,1033.98632782844
1798,4.71349584,,,0280000001020,280000001020,Use Permit,UP-07-30,Brookside Office Bldg,1120 Volvo Pkwy,Permit to exceed the height limitation of 30000 sq ft,PUD ,PUD,0,2007/11/20 00:00:00+00,A,A,2007/10/10 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:10:24+00,,NO,D,2007/11/20 00:00:00+00,,,205319.878896077,2678.38719019983
1799,22.713949,,,0610000000991,610000000991,Rezoning,R(C)-06-19,Etheridge Square,SW corner of Centerville Tpk Etheridge Manor Blvd,Zoning relcassification of 22.4 acres from A-1 to O & I ,A-1 ,O & I  R-MF-1,0,2006/12/19 00:00:00+00,D,D,2006/12/13 00:00:00+00,,NA,0,0,Denied,10/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:10:24+00,,NO,,2006/12/19 00:00:00+00,,,1004993.00960304,4690.58579215493
