date,product_id,category,units_sold,revenue
2021-03-28,72,Sports,20.0,1700.3622207966628
2021-03-28,73,Home & Kitchen,14.0,514.4081415481295
2021-03-28,74,Clothing,21.0,1121.6630771183577
2021-03-28,75,Toys,14.0,813.9473074891632
2021-03-28,76,Home & Kitchen,23.0,1647.2702687508338
2021-03-28,77,Home & Kitchen,25.0,2206.2829813909098
2021-03-28,78,Electronics,19.0,994.8819821651622
2021-03-28,79,Electronics,28.0,1480.643255460448
2021-03-28,80,Toys,26.0,552.2269529831121
2021-03-28,81,Clothing,21.0,1850.3520389872037
2021-03-28,82,Electronics,18.0,1271.7156313343667
2021-03-28,83,Toys,25.0,706.5832428294735
2021-03-28,84,Sports,28.0,1359.1917646549562
2021-03-28,85,Electronics,21.0,245.11683136413745
2021-03-28,86,Sports,29.0,2778.783265539457
2021-03-28,87,Sports,17.0,1113.1821708044329
2021-03-28,88,Home & Kitchen,23.0,2141.1055243173487
2021-03-28,89,Electronics,20.0,1021.2374465233302
2021-03-28,90,Sports,15.0,703.7767571327686
2021-03-28,91,Electronics,18.0,283.1345998504323
2021-03-28,92,Toys,25.0,398.13491986968063
2021-03-28,93,Clothing,19.0,1418.4747348641954
2021-03-28,94,Home & Kitchen,17.0,481.6953667536887
2021-03-28,95,Toys,26.0,857.1729701964993
2021-03-28,96,Electronics,25.0,1601.254726136416
2021-03-28,97,Home & Kitchen,18.0,725.480887593754
2021-03-28,98,Toys,29.0,1905.9855496089942
2021-03-28,99,Clothing,19.0,859.867014647557
2021-03-28,100,Electronics,21.0,1087.4644455853543
2021-03-29,1,Sports,20.0,791.6552969910745
2021-03-29,2,Home & Kitchen,16.0,334.847856157018
2021-03-29,3,Toys,19.0,877.0527692283177
2021-03-29,4,Home & Kitchen,19.0,370.8073081542303
2021-03-29,5,Home & Kitchen,11.0,598.6416642854604
2021-03-29,6,Home & Kitchen,21.0,1035.233196489963
2021-03-29,7,Clothing,24.0,513.2204721317491
2021-03-29,8,Electronics,14.0,206.87170553592256
2021-03-29,9,Home & Kitchen,23.0,1261.9490769830438
2021-03-29,10,Home & Kitchen,25.0,1302.5269835632184
2021-03-29,11,Electronics,5.0,226.8015331240306
2021-03-29,12,Sports,19.0,1044.4709309352659
2021-03-29,13,Toys,29.0,2146.250689515799
2021-03-29,14,Clothing,21.0,923.7189614648734
2021-03-29,15,Sports,11.0,641.1704158894532
2021-03-29,16,Home & Kitchen,13.0,660.4236393596085
2021-03-29,17,Electronics,21.0,1908.460565295902
2021-03-29,18,Clothing,23.0,1697.9135725280107
2021-03-29,19,Toys,20.0,1934.3902486934985
2021-03-29,20,Clothing,21.0,508.9410928738153
2021-03-29,21,Clothing,20.0,1970.2877704395949
2021-03-29,22,Home & Kitchen,16.0,761.3515561154513
2021-03-29,23,Toys,20.0,1367.8375242419995
2021-03-29,24,Clothing,12.0,460.39299115716005
2021-03-29,25,Sports,18.0,709.2923666942493
2021-03-29,26,Home & Kitchen,22.0,955.6516244101854
2021-03-29,27,Toys,15.0,1178.6498325005407
2021-03-29,28,Sports,18.0,771.8496070493347
2021-03-29,29,Clothing,20.0,901.149695070596
2021-03-29,30,Home & Kitchen,29.0,1643.3323261113508
2021-03-29,31,Toys,25.0,459.20562200078024
2021-03-29,32,Sports,12.0,790.8124111447551
2021-03-29,33,Clothing,30.0,1451.7363127211472
2021-03-29,34,Sports,27.0,445.65554509726996
2021-03-29,35,Toys,21.0,428.69813618535255
2021-03-29,36,Home & Kitchen,24.0,1343.610045443359
2021-03-29,37,Clothing,16.0,1033.8779731882444
2021-03-29,38,Clothing,19.0,1572.2381421558753
2021-03-29,39,Electronics,16.0,1401.7012425580645
2021-03-29,40,Electronics,23.0,939.0622829148564
2021-03-29,41,Sports,32.0,1033.2322836068615
2021-03-29,42,Electronics,18.0,1429.635905726769
2021-03-29,43,Electronics,19.0,1230.3102900905633
2021-03-29,44,Home & Kitchen,20.0,1084.6608219532036
2021-03-29,45,Clothing,18.0,1056.5348916937583
2021-03-29,46,Electronics,22.0,846.6742370223756
2021-03-29,47,Electronics,25.0,1371.416971104711
2021-03-29,48,Clothing,17.0,776.7651988067133
2021-03-29,49,Sports,20.0,1041.3389004634369
2021-03-29,50,Sports,23.0,1621.93921206205
2021-03-29,51,Clothing,15.0,1408.2618789221406
2021-03-29,52,Clothing,14.0,994.9476052505473
2021-03-29,53,Sports,17.0,1001.9989905927042
2021-03-29,54,Toys,23.0,2240.7902726682614
2021-03-29,55,Home & Kitchen,15.0,839.6961111032964
2021-03-29,56,Electronics,17.0,763.3662657490605
2021-03-29,57,Clothing,20.0,1594.4181830722173
2021-03-29,58,Toys,20.0,1746.2690651833393
2021-03-29,59,Electronics,19.0,459.55453623575846
2021-03-29,60,Electronics,20.0,327.7805440724956
2021-03-29,61,Electronics,12.0,189.7730199332266
2021-03-29,62,Toys,17.0,980.6905289801167
2021-03-29,63,Home & Kitchen,24.0,257.3936627106074
2021-03-29,64,Toys,16.0,1373.2389538541588
2021-03-29,65,Sports,21.0,605.1447292176599
2021-03-29,66,Clothing,20.0,1990.218022775438
2021-03-29,67,Sports,23.0,977.457498520256
2021-03-29,68,Sports,24.0,1418.8793684761188
2021-03-29,69,Electronics,25.0,1836.2154365745569
2021-03-29,70,Toys,27.0,470.1876259605378
2021-03-29,71,Home & Kitchen,15.0,501.8495521312047
2021-03-29,72,Electronics,10.0,255.36454324230138
2021-03-29,73,Electronics,18.0,979.3755549113566
2021-03-29,74,Clothing,15.0,235.01819419799196
2021-03-29,75,Home & Kitchen,16.0,1029.4731059375522
2021-03-29,76,Home & Kitchen,22.0,1268.8553946811614
2021-03-29,77,Toys,25.0,598.9621094365964
2021-03-29,78,Home & Kitchen,21.0,238.7592411159469
2021-03-29,79,Electronics,16.0,326.22444157625324
2021-03-29,80,Toys,21.0,1617.4465729423625
2021-03-29,81,Sports,23.0,2129.0323370119895
2021-03-29,82,Electronics,13.0,500.2752020162942
2021-03-29,83,Clothing,18.0,391.3490254999563
2021-03-29,84,Home & Kitchen,18.0,280.8007665137252
2021-03-29,85,Sports,19.0,738.6792269909882
2021-03-29,86,Sports,15.0,1103.8570993360472
2021-03-29,87,Sports,21.0,1212.9044150980826
2021-03-29,88,Electronics,22.0,422.83539014065383
2021-03-29,89,Electronics,15.0,265.6280317858038
2021-03-29,90,Toys,26.0,2231.3713928775437
2021-03-29,91,Home & Kitchen,14.0,1238.0296014197424
2021-03-29,92,Home & Kitchen,16.0,1459.072770563687
2021-03-29,93,Toys,13.0,808.1653772722785
2021-03-29,94,Clothing,13.0,988.12654775847
2021-03-29,95,Electronics,20.0,1915.0761112104467
2021-03-29,96,Electronics,16.0,537.4152119391333
2021-03-29,97,Sports,24.0,755.7540179702496
2021-03-29,98,Home & Kitchen,15.0,1145.775068338379
2021-03-29,99,Home & Kitchen,16.0,1190.8521427598585
2021-03-29,100,Home & Kitchen,23.0,1911.056395448666
2021-03-30,1,Sports,14.0,255.87535482006712
2021-03-30,2,Electronics,17.0,1050.3340065232112
2021-03-30,3,Sports,26.0,914.0952518636564
2021-03-30,4,Home & Kitchen,7.0,172.73149643684005
2021-03-30,5,Home & Kitchen,5.0,284.8684787616921
2021-03-30,6,Toys,13.0,1244.7813651098108
2021-03-30,7,Home & Kitchen,27.0,581.1001737524166
2021-03-30,8,Home & Kitchen,27.0,2691.4679448096736
2021-03-30,9,Clothing,22.0,1040.3148154253684
2021-03-30,10,Sports,21.0,1159.0221010348312
2021-03-30,11,Electronics,13.0,936.7023129025399
2021-03-30,12,Electronics,20.0,1825.3581025114217
2021-03-30,13,Clothing,15.0,992.2144311833947
2021-03-30,14,Clothing,24.0,1742.8380100631102
2021-03-30,15,Home & Kitchen,24.0,1427.9762013667084
2021-03-30,16,Clothing,17.0,1499.569094166258
2021-03-30,17,Home & Kitchen,22.0,259.91953659343034
2021-03-30,18,Toys,21.0,670.226832795944
2021-03-30,19,Electronics,19.0,1711.831807962194
2021-03-30,20,Toys,15.0,781.1793540602733
2021-03-30,21,Electronics,17.0,689.5422113920362
2021-03-30,22,Sports,24.0,2174.4133375060555
2021-03-30,23,Home & Kitchen,26.0,813.7459020436492
2021-03-30,24,Home & Kitchen,18.0,1717.0573440777694
2021-03-30,25,Toys,27.0,487.52315050157176
2021-03-30,26,Sports,22.0,1195.475167144447
2021-03-30,27,Home & Kitchen,19.0,948.0772110792269
2021-03-30,28,Clothing,18.0,459.0689992563769
2021-03-30,29,Electronics,15.0,617.9635873993464
2021-03-30,30,Electronics,22.0,1533.29566097848
2021-03-30,31,Electronics,28.0,2702.2439110816067
2021-03-30,32,Electronics,19.0,389.2948359929877
2021-03-30,33,Electronics,15.0,709.5435820002185
2021-03-30,34,Clothing,23.0,298.02584239593943
2021-03-30,35,Toys,17.0,693.2382820906168
2021-03-30,36,Home & Kitchen,15.0,1364.4400422238293
2021-03-30,37,Sports,12.0,473.86743231537434
2021-03-30,38,Clothing,22.0,853.2751281180949
2021-03-30,39,Home & Kitchen,25.0,1444.3178382034364
2021-03-30,40,Electronics,14.0,625.6344643891719
2021-03-30,41,Home & Kitchen,18.0,1452.420949980628
2021-03-30,42,Clothing,18.0,362.24669165849434
2021-03-30,43,Electronics,16.0,265.6648812310374
2021-03-30,44,Sports,27.0,2244.9340201187533
2021-03-30,45,Home & Kitchen,12.0,1086.2556682792813
2021-03-30,46,Electronics,22.0,309.6114614636919
2021-03-30,47,Home & Kitchen,23.0,1698.4123157414706
2021-03-30,48,Electronics,16.0,576.5512389632484
2021-03-30,49,Sports,15.0,846.683460187319
2021-03-30,50,Toys,16.0,1470.727166966724
2021-03-30,51,Home & Kitchen,11.0,846.6396396640095
2021-03-30,52,Electronics,28.0,2713.8775495929135
2021-03-30,53,Home & Kitchen,17.0,1566.7090701907264
2021-03-30,54,Clothing,17.0,1193.4982085096747
2021-03-30,55,Electronics,29.0,2236.052292509997
2021-03-30,56,Toys,11.0,875.3015797186602
2021-03-30,57,Sports,19.0,691.7326561331655
2021-03-30,58,Sports,23.0,1554.1050322549727
2021-03-30,59,Clothing,28.0,1338.3642121089945
2021-03-30,60,Sports,12.0,285.23544961242845
2021-03-30,61,Home & Kitchen,29.0,2376.130738012566
2021-03-30,62,Clothing,18.0,979.1885684104059
2021-03-30,63,Electronics,18.0,1453.796164723551
2021-03-30,64,Electronics,14.0,660.2026809775118
2021-03-30,65,Sports,20.0,634.201625196914
2021-03-30,66,Sports,29.0,2367.952825940224
2021-03-30,67,Sports,20.0,576.0038616381289
2021-03-30,68,Clothing,15.0,240.53859853085714
2021-03-30,69,Toys,16.0,1177.937298413038
2021-03-30,70,Electronics,42.0,3235.1576197362
2021-03-30,71,Clothing,16.0,1069.63329360625
2021-03-30,72,Toys,27.0,1671.9769396248234
2021-03-30,73,Toys,29.0,2762.316958203345
2021-03-30,74,Sports,12.0,328.3252431758875
2021-03-30,75,Toys,14.0,929.2200359299412
2021-03-30,76,Toys,14.0,305.3434392393858
2021-03-30,77,Electronics,17.0,1597.42274447738
2021-03-30,78,Sports,30.0,2543.015697745501
2021-03-30,79,Toys,29.0,1769.6871751889767
2021-03-30,80,Home & Kitchen,19.0,1195.3812276439323
2021-03-30,81,Sports,17.0,289.52578910830863
2021-03-30,82,Home & Kitchen,9.0,379.4524402483199
2021-03-30,83,Electronics,21.0,2030.1911731221085
2021-03-30,84,Sports,20.0,1200.301164424805
2021-03-30,85,Electronics,13.0,943.5104864694309
2021-03-30,86,Home & Kitchen,22.0,359.9044094952847
2021-03-30,87,Clothing,24.0,910.2698841339368
2021-03-30,88,Electronics,13.0,188.32084271391156
2021-03-30,89,Sports,17.0,266.550994033778
2021-03-30,90,Home & Kitchen,24.0,401.5424353261888
2021-03-30,91,Clothing,16.0,1274.9921696034173
2021-03-30,92,Electronics,17.0,662.1765914005626
2021-03-30,93,Clothing,17.0,924.1051447024482
2021-03-30,94,Electronics,22.0,1582.313524435195
2021-03-30,95,Home & Kitchen,25.0,2330.848604345132
2021-03-30,96,Clothing,28.0,855.8833722209957
2021-03-30,97,Sports,25.0,425.2609725891033
2021-03-30,98,Sports,19.0,285.56893871275867
2021-03-30,99,Toys,23.0,767.9508267511003
2021-03-30,100,Sports,13.0,352.5806640562948
2021-03-31,1,Home & Kitchen,31.0,1003.4760025767058
2021-03-31,2,Toys,15.0,555.9331020770517
2021-03-31,3,Clothing,22.0,1555.9886203274148
2021-03-31,4,Electronics,20.0,1609.2274584522079
2021-03-31,5,Home & Kitchen,13.0,661.4932595470684
2021-03-31,6,Electronics,15.0,1239.6293187607596
2021-03-31,7,Electronics,25.0,2474.736956564036
2021-03-31,8,Home & Kitchen,19.0,313.1655983988751
2021-03-31,9,Toys,15.0,1325.3970447853205
2021-03-31,10,Home & Kitchen,18.0,217.49692666384334
2021-03-31,11,Sports,15.0,1407.5780957126688
2021-03-31,12,Electronics,17.0,1194.3059374817428
2021-03-31,13,Toys,12.0,329.2270890923164
2021-03-31,14,Electronics,19.0,571.1912534827873
2021-03-31,15,Clothing,20.0,1355.7028641273318
2021-03-31,16,Electronics,17.0,1187.852274213364
2021-03-31,17,Home & Kitchen,25.0,1450.6553223848896
2021-03-31,18,Home & Kitchen,17.0,331.3624139144117
2021-03-31,19,Electronics,19.0,1023.6524366674184
2021-03-31,20,Electronics,16.0,370.9178945127764
2021-03-31,21,Home & Kitchen,17.0,1368.003066105385
2021-03-31,22,Home & Kitchen,23.0,1618.9585777986142
2021-03-31,23,Sports,13.0,388.22311904455967
2021-03-31,24,Sports,22.0,313.74984139820725
2021-03-31,25,Electronics,16.0,1359.7292375618924
2021-03-31,26,Electronics,13.0,558.6794200563222
2021-03-31,27,Electronics,18.0,1451.4866654300993
2021-03-31,28,Clothing,27.0,2642.339989062007
2021-03-31,29,Electronics,22.0,1451.2116908854337
2021-03-31,30,Electronics,18.0,1504.016703773621
2021-03-31,31,Electronics,15.0,457.901168246417
2021-03-31,32,Sports,29.0,472.7919381143407
2021-03-31,33,Toys,21.0,1604.8990114768499
2021-03-31,34,Clothing,20.0,789.2219745182299
2021-03-31,35,Sports,22.0,777.6388708398445
2021-03-31,36,Toys,23.0,259.6165038740658
2021-03-31,37,Clothing,17.0,606.3490022151632
2021-03-31,38,Clothing,24.0,1952.5883721413375
2021-03-31,39,Toys,12.0,687.8077472228815
2021-03-31,40,Home & Kitchen,22.0,682.353480014664
2021-03-31,41,Clothing,17.0,1445.5567420008601
2021-03-31,42,Clothing,26.0,1152.9655700795772
2021-03-31,43,Toys,17.0,843.4030380650349
2021-03-31,44,Sports,24.0,1569.45498578014
2021-03-31,45,Sports,21.0,1796.454605416634
2021-03-31,46,Toys,33.0,2901.315307793578
2021-03-31,47,Clothing,23.0,364.0071757783149
2021-03-31,48,Sports,20.0,403.80642605219157
2021-03-31,49,Toys,11.0,569.5829145273069
2021-03-31,50,Sports,25.0,988.1782402686248
2021-03-31,51,Sports,26.0,1648.7343076590728
2021-03-31,52,Toys,18.0,1795.698169839267
2021-03-31,53,Clothing,16.0,540.6569695264425
2021-03-31,54,Electronics,24.0,965.5402634527354
2021-03-31,55,Toys,21.0,1419.4042641973465
2021-03-31,56,Home & Kitchen,19.0,577.9085333068065
2021-03-31,57,Home & Kitchen,22.0,1989.639866388552
2021-03-31,58,Clothing,18.0,594.9323673586267
2021-03-31,59,Home & Kitchen,25.0,1984.7667368722423
2021-03-31,60,Home & Kitchen,18.0,1498.544092637057
2021-03-31,61,Electronics,24.0,944.0553349415801
2021-03-31,62,Clothing,20.0,482.0098418255324
2021-03-31,63,Sports,21.0,1825.167103049919
2021-03-31,64,Toys,29.0,501.825640215506
2021-03-31,65,Sports,17.0,1171.92917076732
2021-03-31,66,Electronics,24.0,326.6781844090325
2021-03-31,67,Toys,27.0,1166.0630212486572
2021-03-31,68,Clothing,23.0,675.9001598926303
2021-03-31,69,Sports,26.0,1017.100818414163
2021-03-31,70,Electronics,20.0,654.4447355383032
2021-03-31,71,Sports,23.0,496.1363077281456
2021-03-31,72,Electronics,24.0,2367.3931781314113
2021-03-31,73,Clothing,20.0,887.9946817212038
2021-03-31,74,Clothing,32.0,2908.1775360232773
2021-03-31,75,Clothing,15.0,315.25458902686535
2021-03-31,76,Sports,15.0,1174.810779038751
2021-03-31,77,Electronics,28.0,830.5454861690483
2021-03-31,78,Electronics,27.0,1852.339185578814
2021-03-31,79,Sports,16.0,1313.9398873048656
2021-03-31,80,Home & Kitchen,26.0,1076.169977164929
2021-03-31,81,Toys,22.0,2162.8643093511337
2021-03-31,82,Sports,20.0,707.154641015133
2021-03-31,83,Clothing,16.0,1417.6114829506237
2021-03-31,84,Electronics,19.0,1162.2583818697663
2021-03-31,85,Toys,15.0,1428.1358354208003
2021-03-31,86,Clothing,18.0,1038.9548574700098
2021-03-31,87,Clothing,15.0,515.4411942448994
2021-03-31,88,Clothing,13.0,834.1174763626674
2021-03-31,89,Electronics,26.0,1250.066826186612
2021-03-31,90,Electronics,19.0,621.445210697271
2021-03-31,91,Clothing,21.0,1978.686113532353
2021-03-31,92,Home & Kitchen,17.0,953.0463412413905
2021-03-31,93,Electronics,18.0,1459.8433538605013
2021-03-31,94,Clothing,15.0,742.2605909931306
2021-03-31,95,Sports,28.0,1745.860273564154
2021-03-31,96,Home & Kitchen,9.0,783.6000101271668
2021-03-31,97,Sports,24.0,1462.416897174822
2021-03-31,98,Sports,17.0,629.8102110672348
2021-03-31,99,Sports,15.0,990.6358775369667
2021-03-31,100,Electronics,13.0,400.0497256911405
2021-04-01,1,Sports,20.0,1856.0283985928122
2021-04-01,2,Home & Kitchen,23.0,326.0570222588502
2021-04-01,3,Clothing,23.0,305.7821117933558
2021-04-01,4,Clothing,17.0,837.3050628710896
2021-04-01,5,Electronics,18.0,1538.9395665082911
2021-04-01,6,Toys,15.0,991.1458950934009
2021-04-01,7,Home & Kitchen,15.0,1424.9368882636911
2021-04-01,8,Toys,26.0,1919.6732994440304
2021-04-01,9,Home & Kitchen,11.0,1019.4973361638646
2021-04-01,10,Electronics,10.0,618.7642240918526
2021-04-01,11,Clothing,16.0,482.1175812611883
2021-04-01,12,Clothing,28.0,2103.369415825935
2021-04-01,13,Electronics,20.0,1323.2376919900348
2021-04-01,14,Sports,32.0,919.8624878649929
2021-04-01,15,Home & Kitchen,18.0,837.7293527169629
2021-04-01,16,Sports,23.0,1903.3927605809517
2021-04-01,17,Electronics,25.0,2334.9444269502515
2021-04-01,18,Clothing,31.0,1805.5096411259717
2021-04-01,19,Sports,17.0,276.20794664291054
2021-04-01,20,Sports,200.0,213.35655418517032
2021-04-01,21,Clothing,19.0,991.2399531881355
2021-04-01,22,Toys,23.0,1979.9509815163963
2021-04-01,23,Toys,27.0,990.5786633321943
2021-04-01,24,Electronics,27.0,2296.3973486365817
2021-04-01,25,Clothing,16.0,566.5279233100578
2021-04-01,26,Sports,15.0,1055.1933581353362
2021-04-01,27,Clothing,23.0,418.6435985939654
2021-04-01,28,Clothing,14.0,325.4751009833654
2021-04-01,29,Home & Kitchen,24.0,2096.665991832006
2021-04-01,30,Electronics,20.0,1943.7561963970456
2021-04-01,31,Home & Kitchen,26.0,1722.5538174996914
2021-04-01,32,Toys,25.0,1651.3425764309438
2021-04-01,33,Electronics,20.0,894.9222802131064
2021-04-01,34,Clothing,14.0,697.5968918793898
2021-04-01,35,Home & Kitchen,14.0,592.954544653671
2021-04-01,36,Electronics,20.0,314.20920957788644
2021-04-01,37,Clothing,22.0,1175.7658915535008
2021-04-01,38,Electronics,18.0,399.73226646342107
2021-04-01,39,Electronics,15.0,420.2915960640774
2021-04-01,40,Clothing,18.0,264.28835205874896
2021-04-01,41,Home & Kitchen,26.0,1631.1678781577555
2021-04-01,42,Home & Kitchen,18.0,1162.2793948850713
2021-04-01,43,Clothing,17.0,1463.2204188764729
2021-04-01,44,Clothing,14.0,250.6987922514083
2021-04-01,45,Toys,19.0,1621.5221075659506
2021-04-01,46,Clothing,25.0,965.5144436374007
2021-04-01,47,Electronics,26.0,2096.891045737795
2021-04-01,48,Electronics,16.0,490.68833630581133
2021-04-01,49,Clothing,20.0,1500.9333819889187
2021-04-01,50,Toys,16.0,1543.6760260839624
2021-04-01,51,Sports,18.0,1156.6920699031793
2021-04-01,52,Sports,19.0,685.3801952238998
2021-04-01,53,Clothing,17.0,268.70429442919175
2021-04-01,54,Toys,6.0,322.4301636646155
2021-04-01,55,Clothing,28.0,1907.0780962551084
2021-04-01,56,Toys,17.0,453.38004877035837
2021-04-01,57,Toys,16.0,417.68863402793534
2021-04-01,58,Home & Kitchen,16.0,1106.3870075225927
2021-04-01,59,Electronics,12.0,457.5866795685415
2021-04-01,60,Toys,28.0,2575.9058674043276
2021-04-01,61,Clothing,19.0,686.2428473162132
2021-04-01,62,Sports,22.0,1744.84197118614
2021-04-01,63,Toys,21.0,1757.81242744843
2021-04-01,64,Electronics,17.0,361.1030352795661
2021-04-01,65,Electronics,19.0,610.7867832933766
2021-04-01,66,Electronics,23.0,1434.7592114255597
2021-04-01,67,Clothing,130.0,625.7013992528816
2021-04-01,68,Electronics,18.0,1255.5015337976965
2021-04-01,69,Sports,18.0,208.82772182077682
2021-04-01,70,Clothing,17.0,1316.7281233563638
2021-04-01,71,Toys,17.0,1646.048466191011
2021-04-01,72,Sports,20.0,240.71880282878124
2021-04-01,73,Electronics,27.0,2184.5880406986767
2021-04-01,74,Sports,22.0,287.8845684745435
2021-04-01,75,Sports,15.0,210.57107513450975
2021-04-01,76,Sports,33.0,1999.0038032543098
2021-04-01,77,Clothing,27.0,1251.4370675331934
2021-04-01,78,Home & Kitchen,17.0,1215.878674986806
2021-04-01,79,Toys,27.0,1753.2992249756085
2021-04-01,80,Sports,21.0,1296.6647336948981
2021-04-01,81,Home & Kitchen,14.0,596.0621302767684
2021-04-01,82,Toys,26.0,995.3920298369588
2021-04-01,83,Electronics,15.0,167.58412842244792
2021-04-01,84,Clothing,22.0,1400.468964510535
2021-04-01,85,Toys,20.0,1609.2589752936112
2021-04-01,86,Sports,22.0,1552.1256047427396
2021-04-01,87,Electronics,29.0,2440.911763262129
2021-04-01,88,Home & Kitchen,19.0,574.2911115336036
2021-04-01,89,Clothing,14.0,709.7379240439557
2021-04-01,90,Toys,16.0,1434.4929533200013
2021-04-01,91,Clothing,13.0,1136.6296645661603
2021-04-01,92,Home & Kitchen,12.0,676.6042772042492
2021-04-01,93,Clothing,25.0,1353.6851583073149
2021-04-01,94,Home & Kitchen,20.0,1426.8035623329115
2021-04-01,95,Sports,19.0,1841.4046291139525
2021-04-01,96,Toys,7.0,681.5105288201077
2021-04-01,97,Clothing,17.0,1644.9632849736329
2021-04-01,98,Clothing,24.0,1728.9762677006192
2021-04-01,99,Sports,27.0,310.1502333812596
2021-04-01,100,Sports,15.0,347.30882107018834
2021-04-02,1,Home & Kitchen,22.0,941.1055085579304
2021-04-02,2,Clothing,25.0,1376.4999405011172
2021-04-02,3,Home & Kitchen,21.0,962.5021466358842
2021-04-02,4,Home & Kitchen,23.0,479.0761808128974
2021-04-02,5,Home & Kitchen,14.0,768.2335208202394
2021-04-02,6,Toys,7.0,626.985534457373
2021-04-02,7,Toys,27.0,1216.2749083943227
2021-04-02,8,Sports,24.0,302.8292561521846
2021-04-02,9,Clothing,22.0,1892.1296381692255
2021-04-02,10,Clothing,24.0,1537.1798762422382
2021-04-02,11,Home & Kitchen,18.0,1753.4977573961587
2021-04-02,12,Home & Kitchen,15.0,624.0360483541361
2021-04-02,13,Electronics,13.0,190.37497543750678
2021-04-02,14,Clothing,13.0,269.3403663185033
2021-04-02,15,Home & Kitchen,22.0,345.53594008081666
2021-04-02,16,Toys,17.0,627.0123790569123
2021-04-02,17,Home & Kitchen,27.0,1179.7501668565235
2021-04-02,18,Clothing,26.0,747.3467017661116
2021-04-02,19,Sports,24.0,539.3792358921158
2021-04-02,20,Toys,23.0,1237.7369158304623
2021-04-02,21,Sports,16.0,1217.4284514327987
2021-04-02,22,Toys,17.0,993.2883112734406
2021-04-02,23,Sports,16.0,1551.981286711949
2021-04-02,24,Sports,14.0,1209.3362515327815
2021-04-02,25,Sports,19.0,1256.7104213046962
2021-04-02,26,Electronics,25.0,1097.727415459926
2021-04-02,27,Home & Kitchen,19.0,1205.7070879842174
2021-04-02,28,Electronics,16.0,573.4877499061092
2021-04-02,29,Home & Kitchen,19.0,817.790742937133
2021-04-02,30,Electronics,20.0,424.82702958356526
2021-04-02,31,Clothing,17.0,587.0005744443176
2021-04-02,32,Toys,19.0,875.2572862443991
2021-04-02,33,Toys,33.0,1146.723655476059
2021-04-02,34,Toys,13.0,741.9583614994007
2021-04-02,35,Home & Kitchen,10.0,847.1802975908304
2021-04-02,36,Sports,20.0,1182.1540278684172
2021-04-02,37,Toys,21.0,1807.2624607044943
2021-04-02,38,Sports,19.0,1870.2251577535794
2021-04-02,39,Electronics,15.0,529.1619000166667
2021-04-02,40,Electronics,27.0,1881.8623601289885
2021-04-02,41,Electronics,20.0,1786.9068937817087
2021-04-02,42,Home & Kitchen,20.0,792.3861758859834
2021-04-02,43,Sports,24.0,1874.8320762288886
2021-04-02,44,Clothing,19.0,1868.2116478291189
2021-04-02,45,Sports,18.0,1040.3301921122281
2021-04-02,46,Sports,27.0,2458.252646685422
2021-04-02,47,Toys,11.0,541.26361464225
2021-04-02,48,Sports,21.0,1185.8372189248328
2021-04-02,49,Electronics,21.0,416.678934040899
2021-04-02,50,Sports,17.0,789.5241014542727
2021-04-02,51,Sports,19.0,1629.8465387186488
2021-04-02,52,Toys,26.0,1060.0022936113091
2021-04-02,53,Clothing,15.0,1479.4011696345096
2021-04-02,54,Clothing,23.0,1269.7198675858526
2021-04-02,55,Home & Kitchen,20.0,1049.3742561883237
2021-04-02,56,Home & Kitchen,23.0,1159.7167718890425
2021-04-02,57,Sports,22.0,1116.0582306581643
2021-04-02,58,Home & Kitchen,9.0,119.76497006507886
2021-04-02,59,Electronics,15.0,1321.0380631334397
2021-04-02,60,Sports,16.0,1022.3727672066517
2021-04-02,61,Toys,15.0,694.4683487904305
2021-04-02,62,Home & Kitchen,17.0,890.3231048517862
2021-04-02,63,Sports,20.0,725.9257989524306
2021-04-02,64,Toys,24.0,1844.0900509938451
2021-04-02,65,Electronics,13.0,804.879151481765
2021-04-02,66,Clothing,20.0,1840.510166253111
2021-04-02,67,Clothing,21.0,922.6871986426277
2021-04-02,68,Electronics,25.0,445.70218989447505
2021-04-02,69,Sports,28.0,1187.8897737271866
2021-04-02,70,Toys,19.0,592.6140716933461
2021-04-02,71,Sports,15.0,345.62693454833357
2021-04-02,72,Sports,21.0,405.08502785142224
2021-04-02,73,Sports,15.0,1287.5467184645545
2021-04-02,74,Sports,21.0,2086.7038534385188
2021-04-02,75,Sports,16.0,1184.8007348593774
2021-04-02,76,Toys,9.0,849.0939351238703
2021-04-02,77,Clothing,22.0,1584.0083539042457
2021-04-02,78,Toys,16.0,351.8347754177775
2021-04-02,79,Clothing,27.0,801.6370578983456
2021-04-02,80,Home & Kitchen,20.0,1768.3177443223994
2021-04-02,81,Clothing,12.0,898.6071522092643
2021-04-02,82,Electronics,24.0,1929.910117526505
2021-04-02,83,Sports,19.0,1363.0886185257227
2021-04-02,84,Toys,22.0,1413.1802283306877
2021-04-02,85,Toys,24.0,246.8413985389447
2021-04-02,86,Electronics,20.0,707.8008909864758
2021-04-02,87,Clothing,13.0,1192.2038444673271
2021-04-02,88,Sports,20.0,1365.6712117034276
2021-04-02,89,Sports,26.0,1315.0736880283428
2021-04-02,90,Clothing,19.0,1145.2966504003161
2021-04-02,91,Toys,22.0,1168.4733787719529
2021-04-02,92,Home & Kitchen,16.0,594.5308824403323
2021-04-02,93,Sports,,1119.0935630850317
2021-04-02,94,Sports,19.0,282.2932016620612
